ID,goal,first_move,first_move_rank,first_move_possible_goals,before_first_move,first_move_serves_goal,total_moves_serves_goal,mean_random_samples_rank,first_move_possible_goal_goals
91484.0,fill nocolor C1,"(70, 84)",34,12,"[(87, 67) (89, 68) (70, 67) (80, 84) (81, 67) (87, 68) (89, 67) (70, 68)
 (81, 68) (91, 67) (91, 68) (91, 84) (92, 67) (92, 68) (92, 84) (95, 67)
 (95, 68) (95, 84) (96, 67) (96, 68) (96, 84) (97, 67) (97, 68) (97, 84)
 (58, 68) (72, 84) (80, 67) (80, 68) (81, 84) (82, 68) (83, 67) (58, 67)
 (82, 67) (83, 68)]",1.0,42,21.115,"['move green A', 'clear nocolor C2', 'move green B1', 'move green B2', 'move green A2', 'move green B', 'fill nocolor C1', 'move green A1', 'move red C1', 'move green C1', 'cover red all', 'uncover green all']"
91484.0,fill nocolor A2,"(92, 93)",1,3,"[(91, 93)]",1.0,45,21.999,"['clear nocolor A1', 'fill nocolor A2', 'move blue A2']"
91484.0,cover green all,"(83, 64)",48,0,"[(91, 54) (92, 54) (102, 67) (95, 54) (96, 63) (96, 64) (97, 63) (97, 64)
 (80, 63) (80, 64) (89, 67) (58, 54) (80, 54) (91, 63) (91, 64) (91, 67)
 (92, 63) (92, 64) (92, 67) (95, 63) (95, 64) (95, 67) (96, 54) (96, 67)
 (97, 54) (97, 67) (102, 54) (102, 63) (102, 64) (80, 67) (58, 64)
 (58, 67) (82, 67) (85, 64) (89, 64) (58, 63) (82, 63) (72, 63) (72, 64)
 (72, 67) (82, 54) (85, 54) (85, 63) (89, 54) (89, 63) (72, 73) (81, 64)
 (83, 63)]",0.0,45,22.818,[]
91484.0,cover red all,"(92, 73)",3,1,"[(70, 69) (81, 65) (87, 52)]",1.0,99,48.901,['cover red all']
91484.0,move red A,"(80, 73)",0,5,[],1.0,36,16.774,"['clear nocolor B', 'clear nocolor B1', 'move red A', 'move red A1', 'fill nocolor A1']"
91484.0,uncover red all,"(72, 74)",15,9,"[(80, 78) (80, 79) (70, 67) (80, 63) (80, 64) (70, 68) (80, 93) (80, 40)
 (80, 67) (80, 68) (80, 74) (80, 77) (70, 63) (70, 64) (70, 40)]",1.0,30,14.264,"['move red C2', 'uncover red all', 'cover blue all', 'move red B', 'move red A2', 'move red B2', 'move red C1', 'move red B1', 'move red C']"
91484.0,clear nocolor A2,"(58, 73)",24,13,"[(95, 54) (95, 73) (95, 74) (58, 54) (95, 52) (95, 62) (95, 63) (95, 64)
 (95, 65) (95, 67) (95, 68) (95, 69) (95, 71) (95, 78) (95, 79) (95, 84)
 (58, 68) (58, 64) (58, 67) (58, 52) (58, 63) (58, 65) (58, 69) (58, 74)]",1.0,30,14.128,"['move green B1', 'move green B2', 'move blue A1', 'move green B', 'uncover blue all', 'move green C2', 'move green A1', 'clear nocolor A2', 'fill nocolor A1', 'move green C1', 'cover red all', 'move green C', 'uncover green all']"
91484.0,clear nocolor A1,"(92, 93)",1,3,"[(91, 93)]",1.0,45,21.749,"['clear nocolor A1', 'fill nocolor A2', 'move blue A2']"
91484.0,move blue C,"(92, 84)",5,6,"[(92, 52) (92, 67) (92, 68) (92, 69) (92, 71)]",1.0,42,20.796,"['move blue C', 'clear nocolor A1', 'fill nocolor C1', 'cover red all', 'clear nocolor A', 'move blue C1']"
91484.0,uncover green all,"(83, 78)",17,12,"[(81, 62) (81, 78) (81, 79) (81, 93) (81, 71) (81, 73) (81, 74) (81, 77)
 (81, 84) (58, 77) (58, 93) (70, 71) (86, 84) (87, 71) (58, 74) (70, 84)
 (83, 62)]",1.0,54,25.972,"['move green A', 'move green B1', 'clear nocolor B2', 'move green A2', 'cover blue all', 'fill nocolor B1', 'move green C2', 'move green A1', 'move red B1', 'move green C1', 'move green C', 'uncover green all']"
98763.0,cover red all,"(95, 78)",27,6,"[(79, 62) (80, 61) (96, 61) (96, 62) (101, 64) (105, 70) (105, 71)
 (96, 64) (96, 83) (101, 61) (101, 62) (101, 78) (104, 70) (104, 71)
 (84, 70) (92, 61) (92, 62) (92, 64) (92, 70) (92, 71) (92, 78) (92, 83)
 (95, 61) (95, 62) (95, 64) (95, 70) (95, 71)]",1.0,98,46.718,"['move green B1', 'move green B', 'fill nocolor B1', 'clear nocolor A2', 'cover red all', 'clear nocolor A']"
98763.0,clear nocolor A2,"(57, 74)",5,5,"[(95, 36) (95, 55) (95, 74) (57, 36) (57, 55)]",1.0,30,14.474,"['move blue A1', 'move green A1', 'clear nocolor A2', 'fill nocolor A1', 'uncover green all']"
98763.0,fill nocolor B1,"(95, 78)",11,6,"[(81, 61) (81, 62) (81, 78) (101, 61) (101, 62) (101, 78) (92, 61)
 (92, 62) (92, 78) (95, 61) (95, 62)]",1.0,42,20.116,"['move green B1', 'move green B', 'fill nocolor B1', 'clear nocolor A2', 'cover red all', 'clear nocolor A']"
98763.0,uncover blue all,"(73, 94)",10,11,"[(54, 61) (54, 62) (54, 70) (54, 78) (54, 83) (57, 77) (57, 94) (82, 83)
 (89, 70) (89, 87)]",1.0,45,22.369,"['move blue B2', 'move blue C', 'move green A2', 'clear nocolor A1', 'fill nocolor A2', 'move blue C2', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'move blue C1']"
98763.0,move blue B2,"(101, 94)",86,5,"[(92, 63) (92, 64) (92, 83) (54, 63) (73, 63) (85, 64) (85, 83) (89, 63)
 (54, 64) (57, 63) (73, 64) (85, 63) (89, 64) (54, 83) (57, 64) (57, 77)
 (57, 94) (89, 70) (89, 87) (73, 94) (73, 77) (89, 86) (89, 94) (57, 61)
 (57, 62) (57, 70) (57, 86) (57, 87) (73, 61) (73, 62) (73, 70) (73, 78)
 (73, 83) (73, 86) (73, 87) (84, 63) (84, 64) (84, 83) (89, 61) (89, 62)
 (89, 77) (89, 78) (89, 83) (57, 78) (57, 83) (73, 36) (73, 74) (81, 64)
 (81, 83) (82, 63) (84, 86) (88, 87) (95, 94) (79, 62) (80, 61) (92, 36)
 (92, 55) (96, 61) (96, 62) (101, 63) (101, 64) (105, 70) (92, 94)
 (84, 87) (85, 70) (85, 71) (88, 86) (89, 66) (89, 67) (92, 39) (92, 77)
 (96, 63) (96, 64) (96, 83) (101, 61) (101, 62) (101, 78) (104, 70)
 (104, 87) (105, 86) (57, 36) (57, 55) (57, 74) (73, 39) (84, 70) (96, 94)]",0.0,45,22.114,"['clear nocolor B2', 'clear nocolor B', 'fill nocolor A2', 'move red A2', 'move red A']"
98763.0,fill nocolor A2,"(79, 94)",31,13,"[(92, 94) (92, 39) (92, 77) (73, 39) (96, 94) (101, 94) (104, 94)
 (105, 94) (96, 39) (96, 77) (101, 39) (101, 77) (104, 39) (104, 77)
 (105, 39) (105, 77) (79, 39) (79, 77) (80, 39) (80, 77) (84, 39) (84, 77)
 (88, 39) (88, 77) (82, 39) (89, 39) (73, 94) (54, 39) (54, 94) (73, 77)
 (54, 77)]",1.0,45,21.586,"['move green A', 'move green B2', 'move green A2', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor A2', 'move red A2', 'move red A', 'move green C2', 'move green A1', 'move green C1', 'move green C', 'uncover green all']"
98763.0,cover green all,"(54, 55)",33,9,"[(92, 55) (95, 39) (92, 39) (92, 77) (95, 55) (104, 87) (105, 86) (57, 55)
 (73, 39) (92, 86) (92, 87) (95, 86) (95, 87) (96, 39) (96, 55) (96, 77)
 (96, 86) (96, 87) (101, 39) (101, 55) (101, 77) (101, 86) (101, 87)
 (104, 39) (104, 55) (104, 77) (105, 39) (105, 55) (105, 77) (82, 39)
 (82, 55) (89, 39) (89, 55)]",1.0,60,28.649,"['move red C2', 'uncover red all', 'move red B', 'move red A2', 'cover green all', 'move red B2', 'move red C1', 'move red B1', 'move red C']"
98763.0,move blue B,"(81, 83)",60,0,"[(92, 61) (92, 62) (92, 63) (92, 64) (92, 78) (92, 83) (54, 63) (73, 63)
 (85, 61) (85, 62) (85, 64) (85, 78) (85, 83) (89, 63) (54, 64) (57, 63)
 (73, 64) (84, 61) (84, 62) (85, 63) (89, 64) (54, 61) (54, 62) (54, 78)
 (54, 83) (57, 64) (57, 77) (57, 94) (89, 70) (89, 87) (73, 94) (73, 77)
 (89, 86) (89, 94) (57, 61) (57, 62) (57, 70) (57, 86) (57, 87) (73, 61)
 (73, 62) (73, 70) (73, 78) (73, 83) (73, 86) (73, 87) (84, 63) (84, 64)
 (84, 78) (84, 83) (89, 61) (89, 62) (89, 77) (89, 78) (89, 83) (57, 78)
 (57, 83) (73, 36) (73, 74) (81, 64)]",0.0,57,27.759,[]
98763.0,clear nocolor C,"(88, 78)",65,14,"[(104, 94) (105, 94) (104, 36) (104, 39) (104, 55) (104, 61) (104, 62)
 (104, 63) (104, 64) (104, 74) (104, 77) (104, 78) (104, 83) (105, 36)
 (105, 39) (105, 55) (105, 61) (105, 62) (105, 63) (105, 64) (105, 74)
 (105, 77) (105, 78) (105, 83) (84, 39) (84, 55) (84, 77) (85, 61)
 (85, 62) (85, 64) (85, 78) (85, 83) (88, 39) (88, 55) (88, 77) (89, 36)
 (89, 63) (89, 74) (84, 61) (84, 62) (85, 36) (85, 63) (88, 61) (88, 62)
 (89, 39) (89, 55) (89, 64) (84, 94) (85, 94) (88, 94) (89, 94) (84, 36)
 (84, 63) (84, 64) (84, 74) (84, 78) (84, 83) (85, 39) (85, 55) (85, 74)
 (85, 77) (88, 36) (88, 63) (88, 64) (88, 74)]",1.0,72,35.488,"['move green A', 'clear nocolor C2', 'move green B1', 'move green B2', 'move green A2', 'move green B', 'move red B', 'fill nocolor B1', 'move green A1', 'move red B1', 'move green C1', 'cover red all', 'clear nocolor C', 'uncover green all']"
98763.0,uncover red all,"(54, 94)",5,12,"[(54, 74) (54, 55) (85, 66) (85, 86) (54, 39)]",1.0,24,11.416,"['move red C2', 'uncover red all', 'clear nocolor A1', 'move red B', 'fill nocolor A2', 'move red A2', 'uncover blue all', 'move blue A2', 'move red B2', 'move red C1', 'move red B1', 'move red C']"
33708.0,fill nocolor A1,"(75, 73)",1,4,"[(75, 36)]",1.0,39,18.718,"['move blue A1', 'move red A1', 'clear nocolor A2', 'fill nocolor A1']"
33708.0,uncover green all,"(81, 83)",7,9,"[(67, 70) (67, 71) (67, 57) (67, 60) (79, 98) (81, 100) (79, 60)]",1.0,36,17.203,"['move green A', 'move green B1', 'move green A2', 'move green C2', 'move green A1', 'move green C1', 'cover red all', 'move green C', 'uncover green all']"
33708.0,move blue A1,"(74, 77)",54,4,"[(75, 36) (75, 73) (75, 56) (88, 36) (78, 36) (78, 73) (81, 56) (88, 56)
 (88, 73) (89, 36) (89, 73) (66, 36) (67, 36) (78, 56) (81, 36) (89, 56)
 (66, 86) (67, 86) (66, 69) (67, 69) (66, 98) (66, 100) (66, 56) (66, 61)
 (66, 73) (66, 76) (66, 77) (66, 83) (67, 56) (67, 61) (67, 76) (67, 98)
 (67, 100) (81, 73) (67, 73) (67, 77) (67, 83) (74, 36) (74, 73) (75, 77)
 (78, 61) (88, 71) (101, 100) (66, 49) (67, 48) (89, 69) (91, 36) (91, 56)
 (94, 77) (95, 76) (88, 69) (101, 98) (66, 70) (66, 71)]",0.0,37,18.247,"['move green A2', 'clear nocolor A1', 'fill nocolor A2', 'move red A2']"
33708.0,clear nocolor A,"(74, 77)",95,4,"[(91, 98) (91, 100) (94, 98) (94, 100) (95, 98) (95, 100) (91, 48)
 (91, 49) (91, 60) (91, 61) (91, 63) (91, 69) (91, 70) (91, 71) (91, 83)
 (91, 86) (94, 48) (94, 49) (94, 60) (94, 61) (94, 63) (94, 69) (94, 70)
 (94, 71) (94, 83) (94, 86) (95, 48) (95, 49) (95, 60) (95, 61) (95, 63)
 (95, 69) (95, 70) (95, 71) (95, 83) (95, 86) (74, 61) (74, 83) (75, 61)
 (75, 83) (74, 60) (74, 69) (74, 71) (75, 60) (75, 69) (75, 71) (54, 63)
 (54, 48) (54, 49) (74, 98) (74, 100) (75, 98) (75, 100) (74, 48) (74, 49)
 (74, 63) (74, 70) (74, 86) (75, 48) (75, 49) (75, 63) (75, 70) (75, 86)
 (54, 60) (54, 70) (54, 71) (54, 61) (54, 69) (54, 86) (54, 98) (54, 100)
 (54, 83) (74, 36) (74, 73) (75, 77) (78, 61) (88, 71) (101, 100) (66, 49)
 (67, 48) (87, 71) (89, 69) (91, 36) (91, 56) (94, 57) (94, 77) (95, 57)
 (95, 76) (101, 63) (104, 48) (104, 49) (88, 69) (101, 98) (66, 70)
 (66, 71)]",0.0,72,36.928,"['move green A2', 'clear nocolor A1', 'fill nocolor A2', 'move red A2']"
33708.0,cover green all,"(67, 86)",46,9,"[(66, 49) (67, 48) (89, 69) (91, 56) (95, 76) (104, 48) (104, 49) (88, 69)
 (88, 48) (88, 49) (91, 76) (94, 56) (95, 56) (104, 69) (75, 56) (88, 86)
 (91, 48) (91, 49) (91, 69) (91, 86) (94, 48) (94, 49) (94, 69) (94, 86)
 (95, 48) (95, 49) (95, 69) (95, 86) (101, 48) (101, 49) (101, 56)
 (101, 69) (101, 76) (101, 86) (104, 56) (104, 76) (88, 56) (88, 76)
 (74, 69) (75, 69) (78, 56) (78, 69) (87, 56) (89, 56) (54, 56) (66, 86)]",1.0,78,36.931,"['move blue B2', 'move blue A', 'move blue A1', 'move blue C2', 'cover green all', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B']"
33708.0,clear nocolor C2,"(87, 86)",33,12,"[(88, 48) (88, 49) (88, 57) (88, 60) (88, 63) (88, 86) (88, 36) (88, 98)
 (88, 100) (87, 36) (87, 61) (87, 73) (87, 77) (87, 83) (88, 56) (88, 61)
 (88, 73) (88, 76) (88, 77) (88, 83) (89, 36) (89, 61) (89, 73) (89, 77)
 (89, 83) (87, 56) (87, 57) (87, 60) (89, 56) (89, 57) (89, 60) (87, 48)
 (87, 49)]",1.0,45,21.587,"['clear nocolor C2', 'uncover red all', 'move red B', 'move red A2', 'fill nocolor C1', 'cover green all', 'move red A', 'move red A1', 'move red B2', 'move red C1', 'move red B1', 'move green C1']"
33708.0,fill nocolor B2,"(66, 100)",28,13,"[(78, 83) (79, 63) (88, 63) (91, 100) (94, 100) (95, 100) (104, 100)
 (88, 100) (91, 63) (91, 83) (94, 63) (94, 83) (95, 63) (95, 83) (104, 63)
 (104, 83) (66, 63) (67, 63) (74, 83) (75, 83) (87, 83) (88, 83) (89, 83)
 (54, 63) (78, 100) (79, 100) (78, 63) (79, 83)]",1.0,42,19.794,"['move blue B2', 'move green B2', 'fill nocolor B2', 'move blue A', 'move blue A1', 'move green B', 'clear nocolor C1', 'move blue C2', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'clear nocolor C']"
33708.0,cover red all,"(94, 77)",1,1,"[(91, 36)]",1.0,50,24.728,['cover red all']
33708.0,uncover blue all,"(54, 73)",35,17,"[(88, 69) (88, 86) (88, 98) (88, 100) (88, 56) (88, 61) (88, 73) (88, 76)
 (88, 77) (88, 83) (54, 56) (66, 86) (67, 86) (66, 69) (67, 69) (54, 76)
 (66, 98) (66, 100) (66, 56) (66, 61) (66, 73) (66, 76) (66, 77) (66, 83)
 (67, 56) (67, 61) (67, 76) (67, 98) (67, 100) (67, 73) (67, 77) (67, 83)
 (54, 61) (54, 69) (54, 86)]",1.0,40,18.771,"['move blue B2', 'move green B1', 'move green B2', 'move blue C', 'move green A2', 'move green B', 'move blue C2', 'uncover blue all', 'move green C2', 'move blue A2', 'move blue B1', 'move blue B', 'move green C1', 'cover red all', 'move green C', 'uncover green all', 'move blue C1']"
33708.0,move blue B1,"(79, 100)",169,11,"[(81, 61) (88, 60) (88, 98) (66, 60) (75, 61) (88, 61) (89, 61) (67, 60)
 (75, 60) (89, 60) (54, 56) (66, 86) (67, 86) (81, 98) (66, 69) (67, 69)
 (81, 60) (54, 76) (66, 98) (66, 100) (75, 98) (89, 98) (66, 56) (66, 61)
 (66, 73) (66, 76) (66, 77) (66, 83) (67, 56) (67, 61) (67, 76) (67, 98)
 (67, 100) (54, 60) (67, 73) (67, 77) (67, 83) (54, 61) (54, 69) (54, 86)
 (54, 73) (54, 77) (54, 98) (54, 100) (54, 83) (74, 73) (75, 77) (78, 61)
 (88, 71) (101, 100) (66, 49) (67, 48) (89, 69) (91, 56) (94, 77) (95, 76)
 (88, 69) (101, 98) (66, 70) (66, 71) (74, 77) (75, 36) (75, 73) (88, 48)
 (88, 49) (91, 76) (91, 77) (94, 56) (94, 73) (95, 56) (95, 73) (101, 60)
 (101, 61) (104, 69) (67, 70) (67, 71) (75, 56) (88, 57) (88, 63) (88, 86)
 (91, 98) (91, 100) (94, 98) (94, 100) (95, 98) (95, 100) (104, 98)
 (104, 100) (88, 36) (88, 100) (91, 60) (91, 61) (91, 69) (91, 83)
 (91, 86) (94, 60) (94, 61) (94, 69) (94, 83) (94, 86) (95, 60) (95, 61)
 (95, 69) (95, 83) (95, 86) (101, 56) (101, 69) (101, 73) (101, 76)
 (101, 77) (101, 86) (104, 56) (104, 60) (104, 61) (104, 73) (104, 76)
 (104, 77) (104, 83) (66, 57) (66, 63) (67, 63) (74, 61) (74, 83) (75, 83)
 (79, 56) (79, 69) (79, 76) (79, 86) (81, 48) (81, 49) (81, 56) (81, 69)
 (81, 76) (81, 86) (87, 61) (87, 73) (87, 77) (87, 83) (88, 56) (88, 73)
 (88, 76) (88, 77) (88, 83) (89, 36) (89, 73) (89, 77) (89, 83) (66, 36)
 (67, 36) (67, 57) (74, 60) (74, 69) (75, 69) (75, 71) (78, 98) (79, 98)
 (81, 36) (81, 100) (87, 56) (87, 60) (89, 56) (89, 57) (54, 63) (75, 76)
 (79, 60) (81, 83) (89, 70) (54, 48) (54, 49)]",0.0,45,21.663,"['move green A', 'move green B2', 'move green A2', 'fill nocolor B2', 'clear nocolor B1', 'move green C2', 'move green A1', 'move red B2', 'move green C1', 'move green C', 'uncover green all']"
51325.0,fill nocolor B2,"(80, 81)",30,12,"[(60, 65) (80, 82) (97, 65) (97, 81) (97, 82) (72, 82) (89, 82) (95, 65)
 (95, 81) (95, 82) (102, 65) (102, 81) (102, 82) (104, 65) (104, 81)
 (104, 82) (106, 65) (106, 81) (106, 82) (72, 65) (72, 81) (74, 82)
 (75, 81) (87, 81) (89, 65) (89, 81) (67, 82) (60, 81) (60, 82) (80, 65)]",1.0,42,20.732,"['move green B2', 'move red C2', 'fill nocolor B2', 'uncover red all', 'cover blue all', 'clear nocolor B1', 'move red A2', 'move red A', 'move red A1', 'move red B2', 'move red C1', 'move red C']"
51325.0,uncover green all,"(60, 81)",11,12,"[(83, 81) (83, 82) (83, 79) (83, 94) (83, 49) (83, 54) (83, 56) (83, 71)
 (83, 77) (83, 84) (60, 79)]",1.0,20,9.552,"['move green A', 'move blue B2', 'move green B2', 'move green A2', 'fill nocolor B2', 'cover blue all', 'clear nocolor B1', 'move green C2', 'move green A1', 'move green C1', 'move green C', 'uncover green all']"
51325.0,cover red all,"(55, 54)",30,9,"[(99, 82) (106, 71) (83, 82) (95, 54) (97, 82) (102, 71) (104, 71)
 (95, 71) (95, 82) (97, 54) (97, 71) (97, 77) (99, 54) (99, 71) (99, 77)
 (100, 54) (100, 71) (100, 77) (102, 54) (102, 77) (102, 82) (104, 54)
 (104, 77) (104, 82) (106, 54) (106, 77) (106, 82) (83, 54) (83, 71)
 (83, 77)]",1.0,46,22.581,"['move blue B2', 'move blue C', 'move blue C2', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'cover red all', 'move blue C1']"
51325.0,move red B,"(72, 79)",12,7,"[(72, 82) (89, 82) (72, 62) (89, 62) (95, 42) (95, 62) (95, 65) (95, 79)
 (95, 81) (95, 82) (72, 42) (72, 65)]",1.0,54,26.287,"['uncover red all', 'cover blue all', 'clear nocolor A1', 'move red B', 'fill nocolor B1', 'move red B1', 'clear nocolor A']"
51325.0,clear nocolor A1,"(55, 88)",44,22,"[(72, 77) (72, 94) (74, 77) (72, 57) (72, 71) (72, 82) (72, 49) (72, 62)
 (72, 42) (72, 65) (72, 69) (72, 79) (72, 81) (72, 84) (72, 86) (72, 88)
 (74, 71) (74, 82) (74, 49) (74, 62) (55, 49) (74, 94) (74, 57) (55, 57)
 (55, 77) (74, 42) (74, 65) (74, 69) (74, 79) (74, 81) (74, 84) (74, 86)
 (74, 88) (55, 42) (55, 79) (55, 81) (55, 84) (55, 62) (55, 69) (55, 71)
 (55, 82) (55, 94) (55, 65) (55, 86)]",1.0,45,22.094,"['fill nocolor C2', 'move blue B2', 'move red C2', 'move blue C', 'uncover red all', 'clear nocolor A1', 'move red B', 'move blue C2', 'move red A2', 'cover green all', 'uncover blue all', 'move green C2', 'move blue A2', 'move red B2', 'move red C1', 'move blue B1', 'move red B1', 'move blue B', 'move green C', 'clear nocolor A', 'move blue C1', 'move red C']"
51325.0,clear nocolor A,"(55, 88)",59,22,"[(72, 71) (72, 82) (72, 49) (72, 62) (95, 42) (95, 49) (95, 62) (95, 65)
 (95, 69) (95, 71) (95, 79) (95, 81) (95, 82) (95, 84) (95, 86) (95, 88)
 (72, 42) (72, 65) (72, 69) (72, 79) (72, 81) (72, 84) (72, 86) (72, 88)
 (74, 71) (74, 82) (75, 42) (75, 49) (75, 79) (75, 81) (75, 84) (74, 49)
 (74, 62) (75, 69) (55, 49) (74, 42) (74, 65) (74, 69) (74, 79) (74, 81)
 (74, 84) (74, 86) (74, 88) (75, 62) (75, 65) (75, 71) (75, 82) (75, 86)
 (75, 88) (55, 42) (55, 79) (55, 81) (55, 84) (55, 62) (55, 69) (55, 71)
 (55, 82) (55, 65) (55, 86)]",1.0,60,29.343,"['fill nocolor C2', 'move blue B2', 'move red C2', 'move blue C', 'uncover red all', 'clear nocolor A1', 'move red B', 'move blue C2', 'move red A2', 'cover green all', 'uncover blue all', 'move green C2', 'move blue A2', 'move red B2', 'move red C1', 'move blue B1', 'move red B1', 'move blue B', 'move green C', 'clear nocolor A', 'move blue C1', 'move red C']"
51325.0,move green C2,"(104, 88)",2,4,"[(104, 69) (104, 71)]",1.0,27,13.412,"['fill nocolor C2', 'clear nocolor C1', 'cover green all', 'move green C2']"
51325.0,fill nocolor C2,"(72, 88)",25,7,"[(102, 69) (102, 71) (102, 88) (104, 69) (104, 71) (104, 88) (67, 71)
 (72, 71) (83, 69) (83, 88) (95, 69) (95, 71) (95, 88) (97, 69) (97, 71)
 (97, 88) (99, 69) (99, 71) (99, 88) (100, 69) (100, 71) (100, 88)
 (60, 69) (60, 88) (72, 69)]",1.0,42,20.714,"['fill nocolor C2', 'move red C2', 'uncover red all', 'clear nocolor A1', 'cover green all', 'clear nocolor A', 'move red C']"
51325.0,cover green all,"(72, 37)",0,1,[],1.0,99,48.058,['cover green all']
51325.0,uncover blue all,"(55, 54)",5,9,"[(67, 71) (67, 54) (67, 77) (67, 82) (75, 94)]",1.0,36,17.559,"['move blue B2', 'move blue C', 'move blue C2', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'cover red all', 'move blue C1']"
42292.0,fill nocolor C1,"(60, 84)",41,16,"[(88, 68) (89, 68) (105, 67) (105, 68) (105, 84) (88, 67) (89, 67)
 (90, 67) (90, 68) (90, 84) (91, 67) (91, 68) (91, 84) (92, 67) (92, 68)
 (92, 84) (95, 67) (95, 68) (95, 84) (99, 67) (99, 68) (99, 84) (75, 68)
 (82, 67) (82, 84) (75, 67) (76, 68) (61, 67) (61, 84) (65, 67) (65, 84)
 (88, 84) (89, 84) (61, 68) (65, 68) (75, 84) (76, 67) (76, 84) (82, 68)
 (60, 67) (60, 68)]",1.0,42,21.262,"['move red C2', 'move blue C', 'uncover red all', 'clear nocolor B', 'clear nocolor B1', 'move red A2', 'fill nocolor C1', 'cover green all', 'move red A', 'move red A1', 'move red B2', 'move red C1', 'move green C1', 'move green C', 'move blue C1', 'move red C']"
42292.0,move blue A2,"(90, 77)",2,4,"[(90, 57) (90, 58)]",1.0,45,22.424,"['clear nocolor A1', 'fill nocolor A2', 'move blue A2', 'cover red all']"
42292.0,uncover blue all,"(75, 98)",6,13,"[(75, 77) (85, 84) (75, 73) (75, 74) (88, 84) (89, 84)]",1.0,32,15.576,"['move blue B2', 'move green B1', 'move blue C', 'move blue A1', 'move green B', 'fill nocolor B1', 'move blue C2', 'uncover blue all', 'clear nocolor A2', 'move blue B1', 'move blue B', 'clear nocolor A', 'move blue C1']"
42292.0,cover green all,"(61, 98)",225,9,"[(89, 70) (90, 74) (91, 74) (95, 57) (102, 67) (105, 70) (65, 81) (90, 57)
 (91, 57) (92, 57) (95, 74) (102, 70) (105, 67) (105, 84) (85, 70)
 (88, 67) (89, 67) (61, 81) (90, 67) (90, 70) (90, 81) (90, 84) (91, 67)
 (91, 70) (91, 81) (91, 84) (92, 67) (92, 70) (92, 81) (92, 84) (95, 67)
 (95, 70) (95, 81) (95, 84) (99, 57) (99, 67) (99, 70) (99, 74) (99, 84)
 (102, 57) (102, 74) (102, 81) (105, 57) (105, 74) (105, 81) (75, 67)
 (75, 70) (85, 57) (88, 57) (89, 57) (61, 57) (61, 67) (61, 70) (61, 74)
 (61, 84) (65, 57) (65, 67) (65, 70) (65, 74) (65, 84) (76, 57) (85, 84)
 (86, 67) (86, 84) (75, 74) (76, 74) (86, 70) (88, 84) (89, 84) (60, 81)
 (75, 81) (75, 84) (76, 67) (76, 70) (76, 81) (76, 84) (85, 74) (85, 81)
 (86, 57) (86, 74) (86, 81) (88, 74) (88, 81) (89, 74) (89, 81) (60, 57)
 (60, 67) (60, 70) (60, 74) (60, 84) (60, 43) (75, 58) (76, 77) (82, 81)
 (85, 68) (88, 87) (89, 87) (61, 42) (88, 71) (90, 73) (91, 72) (92, 72)
 (92, 73) (95, 58) (99, 47) (99, 64) (102, 68) (105, 71) (65, 64) (99, 98)
 (61, 47) (65, 43) (75, 72) (76, 73) (85, 87) (86, 71) (88, 68) (89, 68)
 (90, 58) (90, 77) (91, 58) (91, 77) (92, 58) (92, 77) (95, 72) (95, 73)
 (99, 42) (99, 43) (102, 71) (102, 87) (105, 68) (60, 47) (65, 42)
 (85, 71) (90, 98) (91, 98) (92, 98) (95, 98) (102, 98) (105, 98) (61, 64)
 (90, 42) (90, 43) (90, 47) (90, 64) (90, 68) (90, 71) (90, 87) (91, 42)
 (91, 43) (91, 47) (91, 64) (91, 68) (91, 71) (91, 87) (92, 42) (92, 43)
 (92, 47) (92, 64) (92, 68) (92, 71) (92, 87) (95, 42) (95, 43) (95, 47)
 (95, 64) (95, 68) (95, 71) (95, 87) (99, 58) (99, 68) (99, 71) (99, 72)
 (99, 73) (99, 77) (99, 87) (102, 42) (102, 43) (102, 47) (102, 58)
 (102, 64) (102, 72) (102, 73) (102, 77) (105, 42) (105, 43) (105, 47)
 (105, 58) (105, 64) (105, 72) (105, 73) (105, 77) (75, 42) (75, 64)
 (75, 68) (75, 87) (76, 43) (76, 47) (76, 71) (82, 57) (82, 67) (82, 70)
 (82, 74) (82, 84) (85, 42) (85, 58) (85, 64) (85, 72) (86, 43) (86, 47)
 (86, 73) (86, 77) (88, 42) (88, 58) (88, 64) (88, 72) (89, 42) (89, 58)
 (89, 64) (89, 72) (75, 71) (76, 42) (76, 68) (86, 42) (86, 58)]",0.0,90,43.612,"['move green A', 'move green B2', 'move green A2', 'uncover red all', 'move green C2', 'move green A1', 'move green C1', 'move green C', 'uncover green all']"
42292.0,fill nocolor C2,"(90, 87)",9,6,"[(85, 87) (86, 71) (102, 70) (102, 71) (102, 87) (85, 70) (85, 71)
 (90, 70) (90, 71)]",1.0,42,20.551,"['fill nocolor C2', 'move blue C', 'cover blue all', 'clear nocolor A1', 'move blue C2', 'clear nocolor A']"
